policy_id,snapshot_date,issue_date,status,product_type,state,urbanicity,distribution_channel,payment_mode,autopay_flag,current_age,income_estimate,face_amount,annualized_premium,premium_paid_last_3m,missed_payment_count_6m,agent_touch_count_12m,cash_value,loan_balance,address_change_12m,beneficiary_change_12m,lapse_next_month
P10110,2024-07-01,2019-08-01,active,Universal Life,OH,urban,Bank,monthly,1,46.9,59061.03,500000,3554.52,888.63,0,1,2033.78,0.0,0,0,0
P10110,2024-08-01,2019-08-01,active,Universal Life,OH,urban,Bank,monthly,1,47.0,59061.03,500000,3554.52,888.63,1,1,2481.85,0.0,0,1,0
P10110,2024-09-01,2019-08-01,active,Universal Life,OH,urban,Bank,monthly,1,47.1,59061.03,500000,3554.52,888.63,1,1,2915.98,0.0,0,0,0
P10110,2024-10-01,2019-08-01,active,Universal Life,OH,urban,Bank,monthly,1,47.2,59061.03,500000,3554.52,888.63,1,1,1608.54,0.0,0,0,0
P10110,2024-11-01,2019-08-01,active,Universal Life,OH,urban,Bank,monthly,1,47.2,59061.03,500000,3554.52,888.63,1,1,3036.29,0.0,0,0,0
P10110,2024-12-01,2019-08-01,active,Universal Life,OH,urban,Bank,monthly,1,47.3,59061.03,500000,3554.52,888.63,0,3,1255.51,0.0,0,0,0
P10111,2023-01-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.1,83255.47,150000,793.14,198.29,0,3,9.64,0.0,0,0,0
P10111,2023-02-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.2,83255.47,150000,793.14,198.29,0,2,20.19,0.0,0,0,0
P10111,2023-03-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.2,83255.47,150000,793.14,198.29,0,3,24.72,0.0,1,0,0
P10111,2023-04-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.3,83255.47,150000,793.14,198.29,0,3,19.23,0.0,1,0,0
P10111,2023-05-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.4,83255.47,150000,793.14,198.29,0,2,40.39,0.0,0,0,0
P10111,2023-06-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.5,83255.47,150000,793.14,198.29,0,3,34.99,0.0,0,0,0
P10111,2023-07-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.6,83255.47,150000,793.14,132.19,0,4,31.21,0.0,0,0,0
P10111,2023-08-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.7,83255.47,150000,793.14,198.29,0,3,47.42,0.0,0,0,0
P10111,2023-09-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.8,83255.47,150000,793.14,198.29,0,2,83.45,0.0,1,0,0
P10111,2023-10-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.8,83255.47,150000,793.14,198.29,0,3,61.13,0.0,0,0,0
P10111,2023-11-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,62.9,83255.47,150000,793.14,198.29,0,3,58.5,0.0,0,0,0
P10111,2023-12-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.0,83255.47,150000,793.14,198.29,0,3,89.48,0.0,0,0,0
P10111,2024-01-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.1,83255.47,150000,793.14,198.29,0,3,118.33,0.0,1,0,0
P10111,2024-02-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.2,83255.47,150000,793.14,198.29,0,2,148.7,0.0,0,0,0
P10111,2024-03-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.2,83255.47,150000,793.14,198.29,0,3,62.54,0.0,0,0,0
P10111,2024-04-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.3,83255.47,150000,793.14,198.29,1,4,127.22,31.16,0,0,0
P10111,2024-05-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.4,83255.47,150000,793.14,198.29,1,2,140.46,0.0,0,1,0
P10111,2024-06-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.5,83255.47,150000,793.14,198.29,1,3,196.94,0.0,0,0,0
P10111,2024-07-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.6,83255.47,150000,793.14,198.29,1,2,130.11,0.0,0,0,0
P10111,2024-08-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.7,83255.47,150000,793.14,198.29,1,3,138.39,0.0,0,0,0
P10111,2024-09-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.8,83255.47,150000,793.14,198.29,1,3,193.98,0.0,0,0,0
P10111,2024-10-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.8,83255.47,150000,793.14,198.29,1,2,117.5,0.0,0,0,0
P10111,2024-11-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,63.9,83255.47,150000,793.14,198.29,1,4,104.92,0.0,1,0,0
P10111,2024-12-01,2022-12-01,active,Universal Life,IL,suburban,Broker,monthly,1,64.0,83255.47,150000,793.14,198.29,0,2,112.37,0.0,0,0,0
P10112,2023-01-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,75.4,53162.93,100000,651.77,162.94,0,2,267.84,0.0,0,0,0
P10112,2023-02-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,75.5,53162.93,100000,651.77,162.94,0,3,488.12,0.0,0,0,0
P10112,2023-03-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,75.6,53162.93,100000,651.77,108.63,0,4,225.25,0.0,0,0,0
P10112,2023-04-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,75.7,53162.93,100000,651.77,162.94,0,4,389.83,0.0,0,0,0
P10112,2023-05-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,75.8,53162.93,100000,651.77,162.94,0,2,204.89,0.0,0,0,0
P10112,2023-06-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,75.8,53162.93,100000,651.77,162.94,0,2,274.49,0.0,0,0,0
P10112,2023-07-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,75.9,53162.93,100000,651.77,162.94,1,2,374.0,0.0,0,0,0
P10112,2023-08-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.0,53162.93,100000,651.77,108.63,2,3,297.92,0.0,1,0,0
P10112,2023-09-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.1,53162.93,100000,651.77,162.94,1,2,442.38,0.0,0,0,0
P10112,2023-10-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.2,53162.93,100000,651.77,162.94,1,2,403.71,0.0,0,0,0
P10112,2023-11-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.2,53162.93,100000,651.77,162.94,1,3,481.27,0.0,0,0,0
P10112,2023-12-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.3,53162.93,100000,651.77,162.94,1,3,246.83,0.0,0,0,0
P10112,2024-01-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.4,53162.93,100000,651.77,162.94,1,3,441.4,0.0,0,0,0
P10112,2024-02-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.5,53162.93,100000,651.77,162.94,1,3,499.7,0.0,0,0,0
P10112,2024-03-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.6,53162.93,100000,651.77,162.94,1,3,652.26,0.0,0,0,0
P10112,2024-04-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.7,53162.93,100000,651.77,162.94,1,2,496.71,0.0,0,0,0
P10112,2024-05-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.8,53162.93,100000,651.77,162.94,1,2,549.52,0.0,0,0,0
P10112,2024-06-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.8,53162.93,100000,651.77,162.94,0,3,310.33,0.0,0,0,0
P10112,2024-07-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,76.9,53162.93,100000,651.77,162.94,0,3,338.06,0.0,0,0,0
P10112,2024-08-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,77.0,53162.93,100000,651.77,162.94,0,2,374.7,0.0,0,0,0
P10112,2024-09-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,77.1,53162.93,100000,651.77,162.94,0,4,519.8,0.0,0,0,0
P10112,2024-10-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,77.2,53162.93,100000,651.77,162.94,0,3,639.69,0.0,0,0,0
P10112,2024-11-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,77.2,53162.93,100000,651.77,162.94,0,3,554.7,0.0,0,0,0
P10112,2024-12-01,2018-08-01,active,Whole Life,AZ,urban,Direct,monthly,1,77.3,53162.93,100000,651.77,162.94,0,2,286.21,0.0,0,0,0
P10113,2023-01-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,31.6,79234.44,250000,191.85,143.89,0,3,0.0,0.0,0,0,0
P10113,2023-02-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,31.7,79234.44,250000,191.85,95.92,0,2,0.0,0.0,0,0,0
P10113,2023-03-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,31.8,79234.44,250000,191.85,143.89,0,3,0.0,0.0,1,0,0
P10113,2023-04-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,31.8,79234.44,250000,191.85,143.89,0,2,0.0,0.0,0,0,0
P10113,2023-05-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,31.9,79234.44,250000,191.85,143.89,0,2,0.0,0.0,0,0,0
P10113,2023-06-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.0,79234.44,250000,191.85,95.92,1,4,0.0,0.0,0,0,0
P10113,2023-07-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.1,79234.44,250000,191.85,143.89,0,3,0.0,0.0,0,0,0
P10113,2023-08-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.2,79234.44,250000,191.85,143.89,0,2,0.0,0.0,0,1,0
P10113,2023-09-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.2,79234.44,250000,191.85,143.89,0,3,0.0,0.0,0,0,0
P10113,2023-10-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.3,79234.44,250000,191.85,143.89,1,3,0.0,0.0,0,0,0
P10113,2023-11-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.4,79234.44,250000,191.85,143.89,1,2,0.0,0.0,0,0,0
P10113,2023-12-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.5,79234.44,250000,191.85,95.92,1,3,0.0,0.0,0,0,0
P10113,2024-01-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.6,79234.44,250000,191.85,143.89,1,3,0.0,0.0,0,0,0
P10113,2024-02-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.7,79234.44,250000,191.85,143.89,1,2,0.0,0.0,0,0,0
P10113,2024-03-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.8,79234.44,250000,191.85,95.92,0,3,0.0,0.0,0,0,0
P10113,2024-04-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.8,79234.44,250000,191.85,143.89,0,2,0.0,0.0,0,0,0
P10113,2024-05-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,32.9,79234.44,250000,191.85,143.89,0,2,0.0,0.0,1,0,0
P10113,2024-06-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,33.0,79234.44,250000,191.85,143.89,0,2,0.0,0.0,0,0,0
P10113,2024-07-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,33.1,79234.44,250000,191.85,143.89,0,3,0.0,0.0,0,0,0
P10113,2024-08-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,33.2,79234.44,250000,191.85,143.89,0,3,0.0,0.0,0,0,0
P10113,2024-09-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,33.2,79234.44,250000,191.85,95.92,0,3,0.0,0.0,0,0,0
P10113,2024-10-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,33.3,79234.44,250000,191.85,143.89,0,2,0.0,0.0,0,0,0
P10113,2024-11-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,33.4,79234.44,250000,191.85,143.89,0,4,0.0,0.0,0,0,0
P10113,2024-12-01,2019-06-01,active,Term Life,CA,urban,Broker,quarterly,1,33.5,79234.44,250000,191.85,143.89,0,2,0.0,0.0,1,0,0
P10114,2023-01-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.2,55601.28,100000,32.36,97.09,0,2,0.0,0.0,0,0,0
P10114,2023-02-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.3,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2023-03-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.4,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2023-04-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.5,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2023-05-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.6,55601.28,100000,32.36,97.09,1,4,0.0,0.0,0,0,0
P10114,2023-06-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.7,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2023-07-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.8,55601.28,100000,32.36,97.09,1,3,0.0,0.0,0,0,0
P10114,2023-08-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.8,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2023-09-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,57.9,55601.28,100000,32.36,64.73,1,2,0.0,0.0,0,0,0
P10114,2023-10-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.0,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2023-11-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.1,55601.28,100000,32.36,97.09,1,3,0.0,0.0,0,0,0
P10114,2023-12-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.2,55601.28,100000,32.36,64.73,1,3,0.0,0.0,0,0,0
P10114,2024-01-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.2,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2024-02-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.3,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2024-03-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.4,55601.28,100000,32.36,97.09,0,5,0.0,0.0,0,0,0
P10114,2024-04-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.5,55601.28,100000,32.36,97.09,0,4,0.0,0.0,0,0,0
P10114,2024-05-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.6,55601.28,100000,32.36,97.09,1,3,0.0,0.0,0,0,0
P10114,2024-06-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.7,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2024-07-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.8,55601.28,100000,32.36,97.09,1,4,0.0,0.0,0,0,0
P10114,2024-08-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.8,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2024-09-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,58.9,55601.28,100000,32.36,97.09,1,5,0.0,0.0,0,0,0
P10114,2024-10-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,59.0,55601.28,100000,32.36,97.09,1,4,0.0,0.0,1,1,0
P10114,2024-11-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,59.1,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10114,2024-12-01,2017-10-01,active,Term Life,IL,suburban,Agent,annual,1,59.2,55601.28,100000,32.36,97.09,1,2,0.0,0.0,0,0,0
P10115,2023-01-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.1,119331.72,750000,414.45,1243.35,0,6,0.0,0.0,0,0,0
P10115,2023-02-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.2,119331.72,750000,414.45,1243.35,1,4,0.0,0.0,0,0,0
P10115,2023-03-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.2,119331.72,750000,414.45,1243.35,2,6,0.0,0.0,0,0,0
P10115,2023-04-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.3,119331.72,750000,414.45,1243.35,2,4,0.0,0.0,0,0,0
P10115,2023-05-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.4,119331.72,750000,414.45,1243.35,2,4,0.0,0.0,0,0,0
P10115,2023-06-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.5,119331.72,750000,414.45,1243.35,2,6,0.0,0.0,0,0,0
P10115,2023-07-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.6,119331.72,750000,414.45,1243.35,2,6,0.0,0.0,1,0,0
P10115,2023-08-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.7,119331.72,750000,414.45,1243.35,2,4,0.0,0.0,0,0,0
P10115,2023-09-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.8,119331.72,750000,414.45,1243.35,1,6,0.0,0.0,0,0,0
P10115,2023-10-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.8,119331.72,750000,414.45,1243.35,1,4,0.0,0.0,0,0,0
P10115,2023-11-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,31.9,119331.72,750000,414.45,828.9,2,4,0.0,0.0,1,0,0
P10115,2023-12-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.0,119331.72,750000,414.45,1243.35,3,4,0.0,0.0,0,0,0
P10115,2024-01-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.1,119331.72,750000,414.45,1243.35,3,5,0.0,0.0,0,0,0
P10115,2024-02-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.2,119331.72,750000,414.45,828.9,3,4,0.0,0.0,1,0,0
P10115,2024-03-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.2,119331.72,750000,414.45,1243.35,3,4,0.0,0.0,0,0,0
P10115,2024-04-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.3,119331.72,750000,414.45,828.9,3,4,0.0,0.0,0,0,0
P10115,2024-05-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.4,119331.72,750000,414.45,1243.35,3,6,0.0,0.0,1,0,0
P10115,2024-06-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.5,119331.72,750000,414.45,1243.35,2,4,0.0,0.0,0,0,0
P10115,2024-07-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.6,119331.72,750000,414.45,1243.35,2,5,0.0,0.0,0,0,0
P10115,2024-08-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.7,119331.72,750000,414.45,828.9,2,5,0.0,0.0,0,0,0
P10115,2024-09-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.8,119331.72,750000,414.45,1243.35,2,5,0.0,0.0,0,0,0
P10115,2024-10-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.8,119331.72,750000,414.45,1243.35,2,5,0.0,0.0,0,0,0
P10115,2024-11-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,32.9,119331.72,750000,414.45,1243.35,2,5,0.0,0.0,0,0,0
P10115,2024-12-01,2020-12-01,active,Term Life,CA,suburban,Agent,annual,0,33.0,119331.72,750000,414.45,828.9,2,5,0.0,0.0,0,1,0
P10116,2023-01-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,47.8,50255.64,100000,496.16,124.04,0,2,78.37,0.0,0,0,0
P10116,2023-02-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,47.9,50255.64,100000,496.16,82.69,0,2,112.79,0.0,0,0,0
P10116,2023-03-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.0,50255.64,100000,496.16,124.04,0,3,145.27,0.0,0,0,0
P10116,2023-04-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.1,50255.64,100000,496.16,82.69,0,3,101.65,41.29,0,0,0
P10116,2023-05-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.2,50255.64,100000,496.16,124.04,0,2,147.03,0.0,0,0,0
P10116,2023-06-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.2,50255.64,100000,496.16,124.04,0,5,192.9,0.0,0,0,0
P10116,2023-07-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.3,50255.64,100000,496.16,124.04,0,3,105.02,0.0,0,0,0
P10116,2023-08-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.4,50255.64,100000,496.16,124.04,0,2,132.59,0.0,1,0,0
P10116,2023-09-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.5,50255.64,100000,496.16,124.04,0,5,185.07,0.0,0,0,0
P10116,2023-10-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.6,50255.64,100000,496.16,124.04,0,3,142.04,0.0,0,0,0
P10116,2023-11-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.7,50255.64,100000,496.16,124.04,0,4,129.25,0.0,0,0,0
P10116,2023-12-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.8,50255.64,100000,496.16,124.04,1,2,189.61,0.0,0,0,0
P10116,2024-01-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.8,50255.64,100000,496.16,124.04,1,5,95.7,0.0,0,1,0
P10116,2024-02-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,48.9,50255.64,100000,496.16,124.04,1,2,162.31,0.0,0,0,0
P10116,2024-03-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.0,50255.64,100000,496.16,124.04,1,2,211.74,0.0,0,0,0
P10116,2024-04-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.1,50255.64,100000,496.16,124.04,1,2,236.22,0.0,0,0,0
P10116,2024-05-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.2,50255.64,100000,496.16,124.04,1,2,149.86,0.0,0,0,0
P10116,2024-06-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.2,50255.64,100000,496.16,124.04,1,4,240.16,0.0,1,0,0
P10116,2024-07-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.3,50255.64,100000,496.16,124.04,1,2,236.52,0.0,1,0,0
P10116,2024-08-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.4,50255.64,100000,496.16,124.04,1,2,180.52,0.0,0,0,0
P10116,2024-09-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.5,50255.64,100000,496.16,124.04,1,3,281.09,126.52,0,0,0
P10116,2024-10-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.6,50255.64,100000,496.16,124.04,1,2,293.15,0.0,0,0,0
P10116,2024-11-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.7,50255.64,100000,496.16,124.04,1,2,154.9,0.0,0,0,0
P10116,2024-12-01,2021-03-01,active,Universal Life,PA,urban,Broker,monthly,1,49.8,50255.64,100000,496.16,82.69,0,3,222.41,0.0,1,0,0
P10117,2023-01-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.0,89322.05,100000,654.71,163.68,0,1,0.0,0.0,0,0,0
P10117,2023-02-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.0,89322.05,100000,654.71,163.68,0,1,0.0,0.0,0,0,0
P10117,2023-03-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.0,89322.05,100000,654.71,163.68,1,1,0.0,0.0,0,0,0
P10117,2023-04-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.0,89322.05,100000,654.71,109.12,1,1,0.0,0.0,0,0,0
P10117,2023-05-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.0,89322.05,100000,654.71,163.68,1,2,0.0,0.0,0,0,0
P10117,2023-06-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.1,89322.05,100000,654.71,163.68,0,1,6.59,0.0,0,1,0
P10117,2023-07-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.2,89322.05,100000,654.71,163.68,0,2,18.5,0.0,0,0,0
P10117,2023-08-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.2,89322.05,100000,654.71,163.68,0,3,14.67,0.0,0,0,0
P10117,2023-09-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.3,89322.05,100000,654.71,163.68,0,1,15.9,0.0,0,1,0
P10117,2023-10-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.4,89322.05,100000,654.71,109.12,0,1,39.03,0.0,0,0,0
P10117,2023-11-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.5,89322.05,100000,654.71,163.68,0,1,51.57,0.0,0,1,0
P10117,2023-12-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.6,89322.05,100000,654.71,109.12,0,1,25.92,0.0,0,0,0
P10117,2024-01-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.7,89322.05,100000,654.71,163.68,1,1,32.16,0.0,0,0,0
P10117,2024-02-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.8,89322.05,100000,654.71,163.68,1,1,76.23,0.0,0,0,0
P10117,2024-03-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.8,89322.05,100000,654.71,163.68,1,2,69.26,0.0,0,0,0
P10117,2024-04-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,49.9,89322.05,100000,654.71,109.12,1,3,37.53,0.0,0,0,0
P10117,2024-05-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,50.0,89322.05,100000,654.71,163.68,1,2,95.79,0.0,0,0,0
P10117,2024-06-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,50.1,89322.05,100000,654.71,109.12,0,1,90.8,0.0,0,0,0
P10117,2024-07-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,50.2,89322.05,100000,654.71,163.68,0,2,76.25,0.0,1,0,0
P10117,2024-08-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,50.2,89322.05,100000,654.71,163.68,0,3,72.1,0.0,0,0,0
P10117,2024-09-01,2023-05-01,active,Indexed Universal Life,CA,rural,Broker,monthly,0,50.3,89322.05,100000,654.71,163.68,0,1,137.72,0.0,0,0,0
